"source","target","value"
"F-ANATICOR","F-ICA_AROMA",0
"F-PESTICA","F-ICA_AROMA",0
"F-CompCor","F-ICA_AROMA",0
"F-tCompCor","F-ICA_AROMA",0
"F-aCompCor","F-ICA_AROMA",0
"F-ME_ICA","F-ICA_AROMA",0
"F-ArtRepair","F-ICA_AROMA",0
"F-Temporal_detrending","F-ICA_AROMA",0
"F-Global_signal","F-ICA_AROMA",0
"F-ICA_FIX","F-ICA_AROMA",1
"F-ICA_AROMA","F-ICA_AROMA",0
"F-Temporal_filt","F-ICA_AROMA",0
"F-motion_regression","F-ICA_AROMA",0
"F-Other_confound_regression","F-ICA_AROMA",0
"F-PhysIO","F-ICA_AROMA",0
"F-Regressors_filter","F-ICA_AROMA",0
"F-Modular_filter_motion","F-ICA_AROMA",0
"F-wavelet_decomposition","F-ICA_AROMA",0
"Atlas_definition","F-ICA_AROMA",0
"Time_series_ROI","F-ICA_AROMA",0
"ROI_definition","F-ICA_AROMA",0
"Combine_block","F-ICA_AROMA",0
"Compute_connectivity","F-ICA_AROMA",0
"Connectivity_normalization","F-ICA_AROMA",0
"Network_definition","F-ICA_AROMA",0
"Graph_characteristics","F-ICA_AROMA",0
"Negative_correlation","F-ICA_AROMA",0
"Sparsity_control","F-ICA_AROMA",0
"Graph_measures","F-ICA_AROMA",0
"Result_aggregation","F-ICA_AROMA",0
"Software","F-Temporal_filt",2
"S-INU_correction","F-Temporal_filt",0
"S-Denoised","F-Temporal_filt",0
"S-Gradient_Distortion_Correction","F-Temporal_filt",0
"S-Fuse_conform","F-Temporal_filt",0
"S-Skull_stripping","F-Temporal_filt",0
"S-Spatial_normalization","F-Temporal_filt",0
"S-BBR_crossmodal_registration","F-Temporal_filt",0
"S-Surface_reconstruction","F-Temporal_filt",0
"S-Segmentation","F-Temporal_filt",0
"F-Exclusion","F-Temporal_filt",1
"F-Concatenate_Runs","F-Temporal_filt",0
"F-Removal_Init_Vol","F-Temporal_filt",4
"F-Skull_extraction","F-Temporal_filt",1
"F-Alignment/Head_motion_est","F-Temporal_filt",2
"F-Despiking","F-Temporal_filt",0
"F-Scrubbing","F-Temporal_filt",5
"F-Interpolate","F-Temporal_filt",6
"F-Slice_timing_correction","F-Temporal_filt",0
"F-Field_map_correction","F-Temporal_filt",0
"F-Unwarp","F-Temporal_filt",0
"F-Combined_echos","F-Temporal_filt",0
"F-Intensity_normalization","F-Temporal_filt",3
"F-Grand_mean_scaling","F-Temporal_filt",2
"F-Coregistration","F-Temporal_filt",1
"F-Spatial_normalization","F-Temporal_filt",20
"F-Spatial_smooth","F-Temporal_filt",32
"F-Extract_regressors","F-Temporal_filt",1
"F-surface","F-Temporal_filt",1
"F-RETROICOR","F-Temporal_filt",0
"F-RVHRCOR","F-Temporal_filt",0
"F-ANATICOR","F-Temporal_filt",1
"F-PESTICA","F-Temporal_filt",0
"F-CompCor","F-Temporal_filt",2
"F-tCompCor","F-Temporal_filt",0
"F-aCompCor","F-Temporal_filt",3
"F-ME_ICA","F-Temporal_filt",0
"F-ArtRepair","F-Temporal_filt",0
"F-Temporal_detrending","F-Temporal_filt",26
"F-Global_signal","F-Temporal_filt",8
"F-ICA_FIX","F-Temporal_filt",2
"F-ICA_AROMA","F-Temporal_filt",1
"F-Temporal_filt","F-Temporal_filt",0
"F-motion_regression","F-Temporal_filt",18
"F-Other_confound_regression","F-Temporal_filt",23
"F-PhysIO","F-Temporal_filt",0
"F-Regressors_filter","F-Temporal_filt",0
"F-Modular_filter_motion","F-Temporal_filt",0
"F-wavelet_decomposition","F-Temporal_filt",0
"Atlas_definition","F-Temporal_filt",0
"Time_series_ROI","F-Temporal_filt",0
"ROI_definition","F-Temporal_filt",2
"Combine_block","F-Temporal_filt",0
"Compute_connectivity","F-Temporal_filt",0
"Connectivity_normalization","F-Temporal_filt",0
"Network_definition","F-Temporal_filt",0
"Graph_characteristics","F-Temporal_filt",0
"Negative_correlation","F-Temporal_filt",0
"Sparsity_control","F-Temporal_filt",0
"Graph_measures","F-Temporal_filt",0
"Result_aggregation","F-Temporal_filt",0
"Software","F-motion_regression",0
"S-INU_correction","F-motion_regression",0
"S-Denoised","F-motion_regression",0
"S-Gradient_Distortion_Correction","F-motion_regression",0
"S-Fuse_conform","F-motion_regression",0
"S-Skull_stripping","F-motion_regression",0
"S-Spatial_normalization","F-motion_regression",0
"S-BBR_crossmodal_registration","F-motion_regression",0
"S-Surface_reconstruction","F-motion_regression",0
"S-Segmentation","F-motion_regression",2
"F-Exclusion","F-motion_regression",0
"F-Concatenate_Runs","F-motion_regression",0
"F-Removal_Init_Vol","F-motion_regression",2
"F-Skull_extraction","F-motion_regression",0
"F-Alignment/Head_motion_est","F-motion_regression",6
"F-Despiking","F-motion_regression",1
"F-Scrubbing","F-motion_regression",4
"F-Interpolate","F-motion_regression",1
"F-Slice_timing_correction","F-motion_regression",0
"F-Field_map_correction","F-motion_regression",0
"F-Unwarp","F-motion_regression",0
"F-Combined_echos","F-motion_regression",0
"F-Intensity_normalization","F-motion_regression",1
"F-Grand_mean_scaling","F-motion_regression",2
"F-Coregistration","F-motion_regression",0
"F-Spatial_normalization","F-motion_regression",12
"F-Spatial_smooth","F-motion_regression",15
"F-Extract_regressors","F-motion_regression",0
"F-surface","F-motion_regression",0
"F-RETROICOR","F-motion_regression",1
"F-RVHRCOR","F-motion_regression",0
"F-ANATICOR","F-motion_regression",0
"F-PESTICA","F-motion_regression",0
"F-CompCor","F-motion_regression",3
"F-tCompCor","F-motion_regression",0
"F-aCompCor","F-motion_regression",6
"F-ME_ICA","F-motion_regression",0
"F-ArtRepair","F-motion_regression",0
"F-Temporal_detrending","F-motion_regression",19
"F-Global_signal","F-motion_regression",10
"F-ICA_FIX","F-motion_regression",0
"F-ICA_AROMA","F-motion_regression",0
"F-Temporal_filt","F-motion_regression",23
"F-motion_regression","F-motion_regression",0
"F-Other_confound_regression","F-motion_regression",27
"F-PhysIO","F-motion_regression",0
"F-Regressors_filter","F-motion_regression",3
"F-Modular_filter_motion","F-motion_regression",0
"F-wavelet_decomposition","F-motion_regression",0
"Atlas_definition","F-motion_regression",0
"Time_series_ROI","F-motion_regression",2
"ROI_definition","F-motion_regression",6
"Combine_block","F-motion_regression",0
"Compute_connectivity","F-motion_regression",0
"Connectivity_normalization","F-motion_regression",0
"Network_definition","F-motion_regression",0
"Graph_characteristics","F-motion_regression",0
"Negative_correlation","F-motion_regression",0
"Sparsity_control","F-motion_regression",0
"Graph_measures","F-motion_regression",0
"Result_aggregation","F-motion_regression",0
"Software","F-Other_confound_regression",0
"S-INU_correction","F-Other_confound_regression",0
"S-Denoised","F-Other_confound_regression",0
"S-Gradient_Distortion_Correction","F-Other_confound_regression",0
"S-Fuse_conform","F-Other_confound_regression",0
"S-Skull_stripping","F-Other_confound_regression",0
"S-Spatial_normalization","F-Other_confound_regression",0
"S-BBR_crossmodal_registration","F-Other_confound_regression",0
"S-Surface_reconstruction","F-Other_confound_regression",0
"S-Segmentation","F-Other_confound_regression",7
"F-Exclusion","F-Other_confound_regression",0
"F-Concatenate_Runs","F-Other_confound_regression",0
"F-Removal_Init_Vol","F-Other_confound_regression",0
"F-Skull_extraction","F-Other_confound_regression",1
"F-Alignment/Head_motion_est","F-Other_confound_regression",1
"F-Despiking","F-Other_confound_regression",1
"F-Scrubbing","F-Other_confound_regression",4
"F-Interpolate","F-Other_confound_regression",0
"F-Slice_timing_correction","F-Other_confound_regression",0
"F-Field_map_correction","F-Other_confound_regression",0
"F-Unwarp","F-Other_confound_regression",0
"F-Combined_echos","F-Other_confound_regression",0
"F-Intensity_normalization","F-Other_confound_regression",1
"F-Grand_mean_scaling","F-Other_confound_regression",0
"F-Coregistration","F-Other_confound_regression",0
"F-Spatial_normalization","F-Other_confound_regression",10
"F-Spatial_smooth","F-Other_confound_regression",5
"F-Extract_regressors","F-Other_confound_regression",0
"F-surface","F-Other_confound_regression",1
"F-RETROICOR","F-Other_confound_regression",0
"F-RVHRCOR","F-Other_confound_regression",0
"F-ANATICOR","F-Other_confound_regression",0
"F-PESTICA","F-Other_confound_regression",0
"F-CompCor","F-Other_confound_regression",0
"F-tCompCor","F-Other_confound_regression",0
"F-aCompCor","F-Other_confound_regression",0
"F-ME_ICA","F-Other_confound_regression",0
"F-ArtRepair","F-Other_confound_regression",1
"F-Temporal_detrending","F-Other_confound_regression",1
"F-Global_signal","F-Other_confound_regression",26
"F-ICA_FIX","F-Other_confound_regression",0
"F-ICA_AROMA","F-Other_confound_regression",2
"F-Temporal_filt","F-Other_confound_regression",12
"F-motion_regression","F-Other_confound_regression",56
"F-Other_confound_regression","F-Other_confound_regression",0
"F-PhysIO","F-Other_confound_regression",0
"F-Regressors_filter","F-Other_confound_regression",0
"F-Modular_filter_motion","F-Other_confound_regression",0
"F-wavelet_decomposition","F-Other_confound_regression",0
"Atlas_definition","F-Other_confound_regression",0
"Time_series_ROI","F-Other_confound_regression",0
"ROI_definition","F-Other_confound_regression",1
"Combine_block","F-Other_confound_regression",0
"Compute_connectivity","F-Other_confound_regression",0
"Connectivity_normalization","F-Other_confound_regression",0
"Network_definition","F-Other_confound_regression",0
"Graph_characteristics","F-Other_confound_regression",0
"Negative_correlation","F-Other_confound_regression",0
"Sparsity_control","F-Other_confound_regression",0
"Graph_measures","F-Other_confound_regression",0
"Result_aggregation","F-Other_confound_regression",0
"Software","F-PhysIO",0
"S-INU_correction","F-PhysIO",0
"S-Denoised","F-PhysIO",0
"S-Gradient_Distortion_Correction","F-PhysIO",0
"S-Fuse_conform","F-PhysIO",0
"S-Skull_stripping","F-PhysIO",0
"S-Spatial_normalization","F-PhysIO",0
"S-BBR_crossmodal_registration","F-PhysIO",0
"S-Surface_reconstruction","F-PhysIO",0
"S-Segmentation","F-PhysIO",0
"F-Exclusion","F-PhysIO",0
"F-Concatenate_Runs","F-PhysIO",0
"F-Removal_Init_Vol","F-PhysIO",0
"F-Skull_extraction","F-PhysIO",0
"F-Alignment/Head_motion_est","F-PhysIO",0
"F-Despiking","F-PhysIO",0
"F-Scrubbing","F-PhysIO",0
"F-Interpolate","F-PhysIO",0
"F-Slice_timing_correction","F-PhysIO",0
"F-Field_map_correction","F-PhysIO",0
"F-Unwarp","F-PhysIO",0
"F-Combined_echos","F-PhysIO",0
"F-Intensity_normalization","F-PhysIO",0
"F-Grand_mean_scaling","F-PhysIO",0
"F-Coregistration","F-PhysIO",0
"F-Spatial_normalization","F-PhysIO",0
"F-Spatial_smooth","F-PhysIO",0
"F-Extract_regressors","F-PhysIO",0
"F-surface","F-PhysIO",0
"F-RETROICOR","F-PhysIO",0
"F-RVHRCOR","F-PhysIO",0
"F-ANATICOR","F-PhysIO",0
"F-PESTICA","F-PhysIO",0
"F-CompCor","F-PhysIO",0
"F-tCompCor","F-PhysIO",0
"F-aCompCor","F-PhysIO",0
"F-ME_ICA","F-PhysIO",0
"F-ArtRepair","F-PhysIO",0
"F-Temporal_detrending","F-PhysIO",0
"F-Global_signal","F-PhysIO",0
"F-ICA_FIX","F-PhysIO",0
"F-ICA_AROMA","F-PhysIO",0
"F-Temporal_filt","F-PhysIO",0
"F-motion_regression","F-PhysIO",0
"F-Other_confound_regression","F-PhysIO",0
"F-PhysIO","F-PhysIO",0
"F-Regressors_filter","F-PhysIO",0
"F-Modular_filter_motion","F-PhysIO",0
"F-wavelet_decomposition","F-PhysIO",0
"Atlas_definition","F-PhysIO",0
"Time_series_ROI","F-PhysIO",0
"ROI_definition","F-PhysIO",0
"Combine_block","F-PhysIO",0
"Compute_connectivity","F-PhysIO",0
"Connectivity_normalization","F-PhysIO",0
"Network_definition","F-PhysIO",0
"Graph_characteristics","F-PhysIO",0
"Negative_correlation","F-PhysIO",0
"Sparsity_control","F-PhysIO",0
"Graph_measures","F-PhysIO",0
"Result_aggregation","F-PhysIO",0
"Software","F-Regressors_filter",0
"S-INU_correction","F-Regressors_filter",0
"S-Denoised","F-Regressors_filter",0
"S-Gradient_Distortion_Correction","F-Regressors_filter",0
"S-Fuse_conform","F-Regressors_filter",0
"S-Skull_stripping","F-Regressors_filter",1
"S-Spatial_normalization","F-Regressors_filter",0
"S-BBR_crossmodal_registration","F-Regressors_filter",0
"S-Surface_reconstruction","F-Regressors_filter",0
"S-Segmentation","F-Regressors_filter",0
"F-Exclusion","F-Regressors_filter",0
"F-Concatenate_Runs","F-Regressors_filter",0
"F-Removal_Init_Vol","F-Regressors_filter",0
"F-Skull_extraction","F-Regressors_filter",0
"F-Alignment/Head_motion_est","F-Regressors_filter",0
"F-Despiking","F-Regressors_filter",0
"F-Scrubbing","F-Regressors_filter",0
"F-Interpolate","F-Regressors_filter",1
"F-Slice_timing_correction","F-Regressors_filter",0
"F-Field_map_correction","F-Regressors_filter",0
"F-Unwarp","F-Regressors_filter",0
"F-Combined_echos","F-Regressors_filter",0
"F-Intensity_normalization","F-Regressors_filter",1
"F-Grand_mean_scaling","F-Regressors_filter",0
"F-Coregistration","F-Regressors_filter",0
"F-Spatial_normalization","F-Regressors_filter",0
"F-Spatial_smooth","F-Regressors_filter",0
"F-Extract_regressors","F-Regressors_filter",0
"F-surface","F-Regressors_filter",0
"F-RETROICOR","F-Regressors_filter",0
"F-RVHRCOR","F-Regressors_filter",0
"F-ANATICOR","F-Regressors_filter",0
"F-PESTICA","F-Regressors_filter",0
"F-CompCor","F-Regressors_filter",0
"F-tCompCor","F-Regressors_filter",0
"F-aCompCor","F-Regressors_filter",0
"F-ME_ICA","F-Regressors_filter",0
"F-ArtRepair","F-Regressors_filter",0
"F-Temporal_detrending","F-Regressors_filter",1
"F-Global_signal","F-Regressors_filter",0
"F-ICA_FIX","F-Regressors_filter",0
"F-ICA_AROMA","F-Regressors_filter",0
"F-Temporal_filt","F-Regressors_filter",1
"F-motion_regression","F-Regressors_filter",0
"F-Other_confound_regression","F-Regressors_filter",0
"F-PhysIO","F-Regressors_filter",0
"F-Regressors_filter","F-Regressors_filter",0
"F-Modular_filter_motion","F-Regressors_filter",0
"F-wavelet_decomposition","F-Regressors_filter",0
"Atlas_definition","F-Regressors_filter",0
"Time_series_ROI","F-Regressors_filter",0
"ROI_definition","F-Regressors_filter",0
"Combine_block","F-Regressors_filter",0
"Compute_connectivity","F-Regressors_filter",0
"Connectivity_normalization","F-Regressors_filter",0
"Network_definition","F-Regressors_filter",0
"Graph_characteristics","F-Regressors_filter",0
"Negative_correlation","F-Regressors_filter",0
"Sparsity_control","F-Regressors_filter",0
"Graph_measures","F-Regressors_filter",0
"Result_aggregation","F-Regressors_filter",0
"Software","F-Modular_filter_motion",0
"S-INU_correction","F-Modular_filter_motion",0
"S-Denoised","F-Modular_filter_motion",0
"S-Gradient_Distortion_Correction","F-Modular_filter_motion",0
"S-Fuse_conform","F-Modular_filter_motion",0
"S-Skull_stripping","F-Modular_filter_motion",0
"S-Spatial_normalization","F-Modular_filter_motion",0
"S-BBR_crossmodal_registration","F-Modular_filter_motion",0
"S-Surface_reconstruction","F-Modular_filter_motion",0
"S-Segmentation","F-Modular_filter_motion",0
"F-Exclusion","F-Modular_filter_motion",0
"F-Concatenate_Runs","F-Modular_filter_motion",0
"F-Removal_Init_Vol","F-Modular_filter_motion",0
"F-Skull_extraction","F-Modular_filter_motion",0
"F-Alignment/Head_motion_est","F-Modular_filter_motion",0
"F-Despiking","F-Modular_filter_motion",0
"F-Scrubbing","F-Modular_filter_motion",0
"F-Interpolate","F-Modular_filter_motion",0
"F-Slice_timing_correction","F-Modular_filter_motion",0
"F-Field_map_correction","F-Modular_filter_motion",0
"F-Unwarp","F-Modular_filter_motion",0
"F-Combined_echos","F-Modular_filter_motion",0
"F-Intensity_normalization","F-Modular_filter_motion",0
"F-Grand_mean_scaling","F-Modular_filter_motion",0
"F-Coregistration","F-Modular_filter_motion",0
"F-Spatial_normalization","F-Modular_filter_motion",0
"F-Spatial_smooth","F-Modular_filter_motion",0
"F-Extract_regressors","F-Modular_filter_motion",0
"F-surface","F-Modular_filter_motion",0
"F-RETROICOR","F-Modular_filter_motion",0
"F-RVHRCOR","F-Modular_filter_motion",0
"F-ANATICOR","F-Modular_filter_motion",0
"F-PESTICA","F-Modular_filter_motion",0
"F-CompCor","F-Modular_filter_motion",0
"F-tCompCor","F-Modular_filter_motion",0
"F-aCompCor","F-Modular_filter_motion",0
"F-ME_ICA","F-Modular_filter_motion",0
"F-ArtRepair","F-Modular_filter_motion",0
"F-Temporal_detrending","F-Modular_filter_motion",0
"F-Global_signal","F-Modular_filter_motion",0
"F-ICA_FIX","F-Modular_filter_motion",0
"F-ICA_AROMA","F-Modular_filter_motion",0
"F-Temporal_filt","F-Modular_filter_motion",0
"F-motion_regression","F-Modular_filter_motion",0
"F-Other_confound_regression","F-Modular_filter_motion",0
"F-PhysIO","F-Modular_filter_motion",0
"F-Regressors_filter","F-Modular_filter_motion",0
"F-Modular_filter_motion","F-Modular_filter_motion",0
"F-wavelet_decomposition","F-Modular_filter_motion",0
"Atlas_definition","F-Modular_filter_motion",0
"Time_series_ROI","F-Modular_filter_motion",0
"ROI_definition","F-Modular_filter_motion",0
"Combine_block","F-Modular_filter_motion",0
"Compute_connectivity","F-Modular_filter_motion",0
"Connectivity_normalization","F-Modular_filter_motion",0
"Network_definition","F-Modular_filter_motion",0
"Graph_characteristics","F-Modular_filter_motion",0
"Negative_correlation","F-Modular_filter_motion",0
"Sparsity_control","F-Modular_filter_motion",0
"Graph_measures","F-Modular_filter_motion",0
"Result_aggregation","F-Modular_filter_motion",0
"Software","F-wavelet_decomposition",0
"S-INU_correction","F-wavelet_decomposition",0
"S-Denoised","F-wavelet_decomposition",0
"S-Gradient_Distortion_Correction","F-wavelet_decomposition",0
"S-Fuse_conform","F-wavelet_decomposition",0
"S-Skull_stripping","F-wavelet_decomposition",0
"S-Spatial_normalization","F-wavelet_decomposition",0
"S-BBR_crossmodal_registration","F-wavelet_decomposition",0
"S-Surface_reconstruction","F-wavelet_decomposition",0
"S-Segmentation","F-wavelet_decomposition",0
"F-Exclusion","F-wavelet_decomposition",0
"F-Concatenate_Runs","F-wavelet_decomposition",0
"F-Removal_Init_Vol","F-wavelet_decomposition",0
"F-Skull_extraction","F-wavelet_decomposition",0
"F-Alignment/Head_motion_est","F-wavelet_decomposition",0
"F-Despiking","F-wavelet_decomposition",0
"F-Scrubbing","F-wavelet_decomposition",0
"F-Interpolate","F-wavelet_decomposition",1
"F-Slice_timing_correction","F-wavelet_decomposition",0
"F-Field_map_correction","F-wavelet_decomposition",0
"F-Unwarp","F-wavelet_decomposition",0
"F-Combined_echos","F-wavelet_decomposition",0
"F-Intensity_normalization","F-wavelet_decomposition",1
"F-Grand_mean_scaling","F-wavelet_decomposition",0
"F-Coregistration","F-wavelet_decomposition",0
"F-Spatial_normalization","F-wavelet_decomposition",0
"F-Spatial_smooth","F-wavelet_decomposition",0
"F-Extract_regressors","F-wavelet_decomposition",0
"F-surface","F-wavelet_decomposition",0
"F-RETROICOR","F-wavelet_decomposition",0
"F-RVHRCOR","F-wavelet_decomposition",0
"F-ANATICOR","F-wavelet_decomposition",0
"F-PESTICA","F-wavelet_decomposition",0
"F-CompCor","F-wavelet_decomposition",0
"F-tCompCor","F-wavelet_decomposition",0
"F-aCompCor","F-wavelet_decomposition",0
"F-ME_ICA","F-wavelet_decomposition",0
"F-ArtRepair","F-wavelet_decomposition",0
"F-Temporal_detrending","F-wavelet_decomposition",0
"F-Global_signal","F-wavelet_decomposition",0
"F-ICA_FIX","F-wavelet_decomposition",0
"F-ICA_AROMA","F-wavelet_decomposition",0
"F-Temporal_filt","F-wavelet_decomposition",1
"F-motion_regression","F-wavelet_decomposition",0
"F-Other_confound_regression","F-wavelet_decomposition",1
"F-PhysIO","F-wavelet_decomposition",0
"F-Regressors_filter","F-wavelet_decomposition",0
"F-Modular_filter_motion","F-wavelet_decomposition",0
"F-wavelet_decomposition","F-wavelet_decomposition",0
"Atlas_definition","F-wavelet_decomposition",0
"Time_series_ROI","F-wavelet_decomposition",0
"ROI_definition","F-wavelet_decomposition",2
"Combine_block","F-wavelet_decomposition",0
"Compute_connectivity","F-wavelet_decomposition",0
"Connectivity_normalization","F-wavelet_decomposition",0
"Network_definition","F-wavelet_decomposition",0
"Graph_characteristics","F-wavelet_decomposition",0
"Negative_correlation","F-wavelet_decomposition",0
"Sparsity_control","F-wavelet_decomposition",0
"Graph_measures","F-wavelet_decomposition",0
"Result_aggregation","F-wavelet_decomposition",0
"Software","Atlas_definition",0
"S-INU_correction","Atlas_definition",0
"S-Denoised","Atlas_definition",0
"S-Gradient_Distortion_Correction","Atlas_definition",0
"S-Fuse_conform","Atlas_definition",0
"S-Skull_stripping","Atlas_definition",0
"S-Spatial_normalization","Atlas_definition",0
"S-BBR_crossmodal_registration","Atlas_definition",0
"S-Surface_reconstruction","Atlas_definition",0
"S-Segmentation","Atlas_definition",0
"F-Exclusion","Atlas_definition",18
"F-Concatenate_Runs","Atlas_definition",0
"F-Removal_Init_Vol","Atlas_definition",1
"F-Skull_extraction","Atlas_definition",0
"F-Alignment/Head_motion_est","Atlas_definition",0
"F-Despiking","Atlas_definition",1
"F-Scrubbing","Atlas_definition",14
"F-Interpolate","Atlas_definition",1
"F-Slice_timing_correction","Atlas_definition",0
"F-Field_map_correction","Atlas_definition",0
"F-Unwarp","Atlas_definition",0
"F-Combined_echos","Atlas_definition",0
"F-Intensity_normalization","Atlas_definition",0
"F-Grand_mean_scaling","Atlas_definition",2
"F-Coregistration","Atlas_definition",2
"F-Spatial_normalization","Atlas_definition",24
"F-Spatial_smooth","Atlas_definition",22
"F-Extract_regressors","Atlas_definition",0
"F-surface","Atlas_definition",3
"F-RETROICOR","Atlas_definition",0
"F-RVHRCOR","Atlas_definition",0
"F-ANATICOR","Atlas_definition",0
"F-PESTICA","Atlas_definition",0
"F-CompCor","Atlas_definition",0
"F-tCompCor","Atlas_definition",0
"F-aCompCor","Atlas_definition",0
"F-ME_ICA","Atlas_definition",0
"F-ArtRepair","Atlas_definition",1
"F-Temporal_detrending","Atlas_definition",5
"F-Global_signal","Atlas_definition",8
"F-ICA_FIX","Atlas_definition",4
"F-ICA_AROMA","Atlas_definition",0
"F-Temporal_filt","Atlas_definition",48
"F-motion_regression","Atlas_definition",13
"F-Other_confound_regression","Atlas_definition",28
"F-PhysIO","Atlas_definition",0
"F-Regressors_filter","Atlas_definition",0
"F-Modular_filter_motion","Atlas_definition",0
"F-wavelet_decomposition","Atlas_definition",3
"Atlas_definition","Atlas_definition",0
"Time_series_ROI","Atlas_definition",1
"ROI_definition","Atlas_definition",0
"Combine_block","Atlas_definition",0
"Compute_connectivity","Atlas_definition",0
"Connectivity_normalization","Atlas_definition",0
"Network_definition","Atlas_definition",0
"Graph_characteristics","Atlas_definition",0
"Negative_correlation","Atlas_definition",0
"Sparsity_control","Atlas_definition",0
"Graph_measures","Atlas_definition",0
"Result_aggregation","Atlas_definition",0
"Software","Time_series_ROI",0
"S-INU_correction","Time_series_ROI",0
"S-Denoised","Time_series_ROI",0
"S-Gradient_Distortion_Correction","Time_series_ROI",0
"S-Fuse_conform","Time_series_ROI",0
"S-Skull_stripping","Time_series_ROI",0
"S-Spatial_normalization","Time_series_ROI",0
"S-BBR_crossmodal_registration","Time_series_ROI",0
"S-Surface_reconstruction","Time_series_ROI",0
"S-Segmentation","Time_series_ROI",0
"F-Exclusion","Time_series_ROI",0
"F-Concatenate_Runs","Time_series_ROI",0
"F-Removal_Init_Vol","Time_series_ROI",0
"F-Skull_extraction","Time_series_ROI",0
"F-Alignment/Head_motion_est","Time_series_ROI",0
"F-Despiking","Time_series_ROI",0
"F-Scrubbing","Time_series_ROI",0
"F-Interpolate","Time_series_ROI",0
"F-Slice_timing_correction","Time_series_ROI",0
"F-Field_map_correction","Time_series_ROI",0
"F-Unwarp","Time_series_ROI",0
"F-Combined_echos","Time_series_ROI",0
"F-Intensity_normalization","Time_series_ROI",0
"F-Grand_mean_scaling","Time_series_ROI",0
"F-Coregistration","Time_series_ROI",0
"F-Spatial_normalization","Time_series_ROI",0
"F-Spatial_smooth","Time_series_ROI",0
"F-Extract_regressors","Time_series_ROI",0
"F-surface","Time_series_ROI",0
"F-RETROICOR","Time_series_ROI",0
"F-RVHRCOR","Time_series_ROI",0
"F-ANATICOR","Time_series_ROI",0
"F-PESTICA","Time_series_ROI",0
"F-CompCor","Time_series_ROI",0
"F-tCompCor","Time_series_ROI",0
"F-aCompCor","Time_series_ROI",0
"F-ME_ICA","Time_series_ROI",0
"F-ArtRepair","Time_series_ROI",0
"F-Temporal_detrending","Time_series_ROI",0
"F-Global_signal","Time_series_ROI",0
"F-ICA_FIX","Time_series_ROI",0
"F-ICA_AROMA","Time_series_ROI",0
"F-Temporal_filt","Time_series_ROI",1
"F-motion_regression","Time_series_ROI",0
"F-Other_confound_regression","Time_series_ROI",1
"F-PhysIO","Time_series_ROI",0
"F-Regressors_filter","Time_series_ROI",0
"F-Modular_filter_motion","Time_series_ROI",0
"F-wavelet_decomposition","Time_series_ROI",0
"Atlas_definition","Time_series_ROI",138
"Time_series_ROI","Time_series_ROI",0
"ROI_definition","Time_series_ROI",0
"Combine_block","Time_series_ROI",0
"Compute_connectivity","Time_series_ROI",0
"Connectivity_normalization","Time_series_ROI",0
"Network_definition","Time_series_ROI",0
"Graph_characteristics","Time_series_ROI",0
"Negative_correlation","Time_series_ROI",0
"Sparsity_control","Time_series_ROI",0
"Graph_measures","Time_series_ROI",0
"Result_aggregation","Time_series_ROI",0
"Software","ROI_definition",0
"S-INU_correction","ROI_definition",0
"S-Denoised","ROI_definition",0
"S-Gradient_Distortion_Correction","ROI_definition",0
"S-Fuse_conform","ROI_definition",0
"S-Skull_stripping","ROI_definition",0
"S-Spatial_normalization","ROI_definition",0
"S-BBR_crossmodal_registration","ROI_definition",0
"S-Surface_reconstruction","ROI_definition",0
"S-Segmentation","ROI_definition",0
"F-Exclusion","ROI_definition",0
"F-Concatenate_Runs","ROI_definition",0
"F-Removal_Init_Vol","ROI_definition",0
"F-Skull_extraction","ROI_definition",0
"F-Alignment/Head_motion_est","ROI_definition",0
"F-Despiking","ROI_definition",0
"F-Scrubbing","ROI_definition",0
"F-Interpolate","ROI_definition",0
"F-Slice_timing_correction","ROI_definition",0
"F-Field_map_correction","ROI_definition",0
"F-Unwarp","ROI_definition",0
"F-Combined_echos","ROI_definition",0
"F-Intensity_normalization","ROI_definition",0
"F-Grand_mean_scaling","ROI_definition",0
"F-Coregistration","ROI_definition",0
"F-Spatial_normalization","ROI_definition",1
"F-Spatial_smooth","ROI_definition",0
"F-Extract_regressors","ROI_definition",0
"F-surface","ROI_definition",0
"F-RETROICOR","ROI_definition",0
"F-RVHRCOR","ROI_definition",0
"F-ANATICOR","ROI_definition",0
"F-PESTICA","ROI_definition",0
"F-CompCor","ROI_definition",0
"F-tCompCor","ROI_definition",0
"F-aCompCor","ROI_definition",0
"F-ME_ICA","ROI_definition",0
"F-ArtRepair","ROI_definition",0
"F-Temporal_detrending","ROI_definition",0
"F-Global_signal","ROI_definition",0
"F-ICA_FIX","ROI_definition",0
"F-ICA_AROMA","ROI_definition",0
"F-Temporal_filt","ROI_definition",3
"F-motion_regression","ROI_definition",0
"F-Other_confound_regression","ROI_definition",2
"F-PhysIO","ROI_definition",0
"F-Regressors_filter","ROI_definition",0
"F-Modular_filter_motion","ROI_definition",0
"F-wavelet_decomposition","ROI_definition",0
"Atlas_definition","ROI_definition",41
"Time_series_ROI","ROI_definition",135
"ROI_definition","ROI_definition",0
"Combine_block","ROI_definition",0
"Compute_connectivity","ROI_definition",0
"Connectivity_normalization","ROI_definition",0
"Network_definition","ROI_definition",0
"Graph_characteristics","ROI_definition",0
"Negative_correlation","ROI_definition",0
