Starting multiverse analysis for all universes...
Subject 17/100 done. Global efficiency: 0.14276426529308833
Subject 18/100 done. Global efficiency: 0.11891488737914974
Subject 19/100 done. Global efficiency: 0.11797087084677453
Subject 20/100 done. Global efficiency: 0.14907836160012478
Subject 21/100 done. Global efficiency: 0.13316815089156983
Subject 22/100 done. Global efficiency: 0.14267254338910787
Subject 23/100 done. Global efficiency: 0.12484712886432008
Subject 24/100 done. Global efficiency: 0.13424959525759853
Subject 25/100 done. Global efficiency: 0.11796922454664521
Subject 26/100 done. Global efficiency: 0.1398734787919949
Subject 27/100 done. Global efficiency: 0.15031513162926113
Subject 28/100 done. Global efficiency: 0.14571772132923014
Subject 29/100 done. Global efficiency: 0.16306408296611133
Subject 30/100 done. Global efficiency: 0.13903997256275447
Subject 31/100 done. Global efficiency: 0.14601258368573344
Subject 32/100 done. Global efficiency: 0.13919557633899451
Subject 33/100 done. Global efficiency: 0.15828348270110815
Subject 34/100 done. Global efficiency: 0.16168908896246328
Subject 35/100 done. Global efficiency: 0.11460373629810075
Subject 36/100 done. Global efficiency: 0.14824550278200122
Subject 37/100 done. Global efficiency: 0.12060858698735373
Subject 38/100 done. Global efficiency: 0.09052562413844227
Subject 39/100 done. Global efficiency: 0.1567485721829548
Subject 40/100 done. Global efficiency: 0.12902761841131125
Subject 41/100 done. Global efficiency: 0.13005607503933564
Subject 42/100 done. Global efficiency: 0.1201167185380337
Subject 43/100 done. Global efficiency: 0.10474432087857297
Subject 44/100 done. Global efficiency: 0.14973116643275172
Subject 45/100 done. Global efficiency: 0.12840412592634398
Subject 46/100 done. Global efficiency: 0.12925291252247628
Subject 47/100 done. Global efficiency: 0.17259476082698721
Subject 48/100 done. Global efficiency: 0.13005171883829728
Subject 49/100 done. Global efficiency: 0.1441257385970784
Subject 50/100 done. Global efficiency: 0.14853789055769953
Subject 51/100 done. Global efficiency: 0.1498599653843199
Subject 52/100 done. Global efficiency: 0.14227681745192244
Subject 53/100 done. Global efficiency: 0.09469556359100892
Subject 54/100 done. Global efficiency: 0.14561061374937953
Subject 55/100 done. Global efficiency: 0.17170922735488042
Subject 56/100 done. Global efficiency: 0.10045957505089992
Subject 57/100 done. Global efficiency: 0.12270544299748104
Subject 58/100 done. Global efficiency: 0.1552131233876759
Subject 59/100 done. Global efficiency: 0.1460976677728205
Subject 60/100 done. Global efficiency: 0.1509083983580794
Subject 61/100 done. Global efficiency: 0.16888255735027985
Subject 62/100 done. Global efficiency: 0.14959741885309158
Subject 63/100 done. Global efficiency: 0.14450123354952868
Subject 64/100 done. Global efficiency: 0.12564047703303358
Subject 65/100 done. Global efficiency: 0.14088843082933136
Subject 66/100 done. Global efficiency: 0.1161992051201162
Subject 67/100 done. Global efficiency: 0.12143386492233377
Subject 68/100 done. Global efficiency: 0.1454912723928608
Subject 69/100 done. Global efficiency: 0.12323134153959696
Subject 70/100 done. Global efficiency: 0.13553377931908572
Subject 71/100 done. Global efficiency: 0.1347418002632857
Subject 72/100 done. Global efficiency: 0.14141458930700038
Subject 73/100 done. Global efficiency: 0.1412901231655599
Subject 74/100 done. Global efficiency: 0.14265183799717643
Subject 75/100 done. Global efficiency: 0.14240371685902997
Subject 76/100 done. Global efficiency: 0.19040210439566968
Subject 77/100 done. Global efficiency: 0.14392257531031927
Subject 78/100 done. Global efficiency: 0.14129199840400916
Subject 79/100 done. Global efficiency: 0.1402271996123037
Subject 80/100 done. Global efficiency: 0.1763660947615911
Subject 81/100 done. Global efficiency: 0.13055945854908485
Subject 82/100 done. Global efficiency: 0.14338707364323827
Subject 83/100 done. Global efficiency: 0.15417930407686997
Subject 84/100 done. Global efficiency: 0.15578267698465167
Subject 85/100 done. Global efficiency: 0.17479756957963938
Subject 86/100 done. Global efficiency: 0.14858865959142056
Subject 87/100 done. Global efficiency: 0.15089228131636703
Subject 88/100 done. Global efficiency: 0.1472845553116308
Subject 89/100 done. Global efficiency: 0.14290302226256488
Subject 90/100 done. Global efficiency: 0.13178711545807317
Subject 91/100 done. Global efficiency: 0.1772957849195256
Subject 92/100 done. Global efficiency: 0.14676890857168967
Subject 93/100 done. Global efficiency: 0.12009747450972995
Subject 94/100 done. Global efficiency: 0.1641947004110162
Subject 95/100 done. Global efficiency: 0.1102866079856964
Subject 96/100 done. Global efficiency: 0.13165743197347754
Subject 97/100 done. Global efficiency: 0.1363663826388773
Subject 98/100 done. Global efficiency: 0.16094596666540442
Subject 99/100 done. Global efficiency: 0.1253652284611274
Subject 100/100 done. Global efficiency: 0.10731882074163702
Subject 1/100 done. Global efficiency: 0.24469194093700475
Subject 2/100 done. Global efficiency: 0.2267634070203153
Subject 3/100 done. Global efficiency: 0.2454919755815654
Subject 4/100 done. Global efficiency: 0.23582767112106984
Subject 5/100 done. Global efficiency: 0.24872464477534856
Subject 6/100 done. Global efficiency: 0.21939244268358513
Subject 7/100 done. Global efficiency: 0.2282985795323614
Subject 8/100 done. Global efficiency: 0.24631513532648353
Subject 9/100 done. Global efficiency: 0.21026460091255694
Subject 10/100 done. Global efficiency: 0.22403423625971572
Subject 11/100 done. Global efficiency: 0.24672150486261699
Subject 12/100 done. Global efficiency: 0.20649047457934588
Subject 13/100 done. Global efficiency: 0.22190942680263148
Subject 14/100 done. Global efficiency: 0.24809719249987217
Subject 15/100 done. Global efficiency: 0.2010423961923714
Subject 16/100 done. Global efficiency: 0.23458710669338412
Subject 17/100 done. Global efficiency: 0.22424300031403688
Subject 18/100 done. Global efficiency: 0.20720114836801137
Subject 19/100 done. Global efficiency: 0.21675963719024102
Subject 20/100 done. Global efficiency: 0.2372703213468746
Subject 21/100 done. Global efficiency: 0.23070685292639317
Subject 22/100 done. Global efficiency: 0.22377516767042546
Subject 23/100 done. Global efficiency: 0.22410231400582775
Subject 24/100 done. Global efficiency: 0.21377226096373367
Subject 25/100 done. Global efficiency: 0.213277907222455
Subject 26/100 done. Global efficiency: 0.23224944456627486
Subject 27/100 done. Global efficiency: 0.24539699559435574
Subject 28/100 done. Global efficiency: 0.20873563561366143
Subject 29/100 done. Global efficiency: 0.24544285369339156
Subject 30/100 done. Global efficiency: 0.21453348908381667
Subject 31/100 done. Global efficiency: 0.21728537825055955
Subject 32/100 done. Global efficiency: 0.22178590923863747
Subject 33/100 done. Global efficiency: 0.2308009457884511
Subject 34/100 done. Global efficiency: 0.2502404026822135
Subject 35/100 done. Global efficiency: 0.20948360914310535
Subject 36/100 done. Global efficiency: 0.22175151537682575
Subject 37/100 done. Global efficiency: 0.20802631910470026
Subject 38/100 done. Global efficiency: 0.17221937859634215
Subject 39/100 done. Global efficiency: 0.2470873112762855
Subject 40/100 done. Global efficiency: 0.22408458892759225
Subject 41/100 done. Global efficiency: 0.21230934444196237
Subject 42/100 done. Global efficiency: 0.23558533542450033
Subject 43/100 done. Global efficiency: 0.1884641534172211
Subject 44/100 done. Global efficiency: 0.22562480042460634
Subject 45/100 done. Global efficiency: 0.21639304974198026
Subject 46/100 done. Global efficiency: 0.22599429241666674
Subject 47/100 done. Global efficiency: 0.23772810250123744
Subject 48/100 done. Global efficiency: 0.20899372799765445
Subject 49/100 done. Global efficiency: 0.22193964851558617
Subject 50/100 done. Global efficiency: 0.24182209652492703
Subject 51/100 done. Global efficiency: 0.22529606870712282
Subject 52/100 done. Global efficiency: 0.22341490632618247
Subject 53/100 done. Global efficiency: 0.19975700160274487
Subject 54/100 done. Global efficiency: 0.21883994528383519
Subject 55/100 done. Global efficiency: 0.23394676130610678
Subject 56/100 done. Global efficiency: 0.19834392295034747
Subject 57/100 done. Global efficiency: 0.20846460614170084
Subject 58/100 done. Global efficiency: 0.24206325260544356
Subject 59/100 done. Global efficiency: 0.24683356086699093
Subject 60/100 done. Global efficiency: 0.23544666584106605
Subject 61/100 done. Global efficiency: 0.25114657034308757
Subject 62/100 done. Global efficiency: 0.2352675112459261
Subject 63/100 done. Global efficiency: 0.22502201630956242
Subject 64/100 done. Global efficiency: 0.21154125212481384
Subject 65/100 done. Global efficiency: 0.21992927286065295
Subject 66/100 done. Global efficiency: 0.20701764825968696
Subject 67/100 done. Global efficiency: 0.21835721743153205
Subject 68/100 done. Global efficiency: 0.2251556571336776
Subject 69/100 done. Global efficiency: 0.21725965828886065
Subject 70/100 done. Global efficiency: 0.2466845880737201
Subject 71/100 done. Global efficiency: 0.2354188151695237
Subject 72/100 done. Global efficiency: 0.24284334598550575
Subject 73/100 done. Global efficiency: 0.22540709535349238
Subject 74/100 done. Global efficiency: 0.227267496796699
Subject 75/100 done. Global efficiency: 0.23097162123639303
Subject 76/100 done. Global efficiency: 0.26847552637143035
Subject 77/100 done. Global efficiency: 0.2266962474417875
Subject 78/100 done. Global efficiency: 0.21650703015842349
Subject 79/100 done. Global efficiency: 0.23264018310389203
Subject 80/100 done. Global efficiency: 0.25083935826676745
Subject 81/100 done. Global efficiency: 0.22274423264928972
Subject 82/100 done. Global efficiency: 0.22271049716381847
Subject 83/100 done. Global efficiency: 0.24360776018823238
Subject 84/100 done. Global efficiency: 0.22696659890946305
Subject 85/100 done. Global efficiency: 0.24653296886539888
Subject 86/100 done. Global efficiency: 0.22697678431828372
Subject 87/100 done. Global efficiency: 0.23015372597703523
Subject 88/100 done. Global efficiency: 0.24017332891344217
Subject 89/100 done. Global efficiency: 0.23124725332812704
Subject 90/100 done. Global efficiency: 0.21234186722323867
Subject 91/100 done. Global efficiency: 0.30205402736770404
Subject 92/100 done. Global efficiency: 0.2211707342941307
Subject 93/100 done. Global efficiency: 0.2337381154293668
Subject 94/100 done. Global efficiency: 0.2680593664809105
Subject 95/100 done. Global efficiency: 0.21734329661774845
Subject 96/100 done. Global efficiency: 0.23656001376026256
Subject 97/100 done. Global efficiency: 0.22429154315648514
Subject 98/100 done. Global efficiency: 0.251064556614125
Subject 99/100 done. Global efficiency: 0.21386395584246748
Subject 100/100 done. Global efficiency: 0.2022745175761731
Subject 1/100 done. Global efficiency: 0.22831486867120507
Subject 2/100 done. Global efficiency: 0.22363754915216336
Subject 3/100 done. Global efficiency: 0.24363392019727478
Subject 4/100 done. Global efficiency: 0.22838393853681827
Subject 5/100 done. Global efficiency: 0.24644913480806613
Subject 6/100 done. Global efficiency: 0.21279446011290665
Subject 7/100 done. Global efficiency: 0.21666266580806867
Subject 8/100 done. Global efficiency: 0.24390584248346314
Subject 9/100 done. Global efficiency: 0.20764253545724046
Subject 10/100 done. Global efficiency: 0.22202066883789628
Subject 11/100 done. Global efficiency: 0.23501257938244258
Subject 12/100 done. Global efficiency: 0.20375945600133066
Subject 13/100 done. Global efficiency: 0.2184622215897436
Subject 14/100 done. Global efficiency: 0.24263964891320008
Subject 15/100 done. Global efficiency: 0.19354375664575468
Subject 16/100 done. Global efficiency: 0.22931683573810252
Subject 17/100 done. Global efficiency: 0.21911994417581207
Subject 18/100 done. Global efficiency: 0.2035202702840159
Subject 19/100 done. Global efficiency: 0.2072886383901932
Subject 20/100 done. Global efficiency: 0.23395992008112595
Subject 21/100 done. Global efficiency: 0.2205856769742698
Subject 22/100 done. Global efficiency: 0.21507157091404247
Subject 23/100 done. Global efficiency: 0.20764222889113446
Subject 24/100 done. Global efficiency: 0.2122965796309192
Subject 25/100 done. Global efficiency: 0.2049131864743983
Subject 26/100 done. Global efficiency: 0.21778572020955256
Subject 27/100 done. Global efficiency: 0.23615934317912973
Subject 28/100 done. Global efficiency: 0.21037725837656213
Subject 29/100 done. Global efficiency: 0.2430146458970209
Subject 30/100 done. Global efficiency: 0.21285303859173374
Subject 31/100 done. Global efficiency: 0.21382095831937722
Subject 32/100 done. Global efficiency: 0.22055340855295796
Subject 33/100 done. Global efficiency: 0.22264563000418547
Subject 34/100 done. Global efficiency: 0.24344036719485804
Subject 35/100 done. Global efficiency: 0.20450754086287626
Subject 36/100 done. Global efficiency: 0.2210698201639781
Subject 37/100 done. Global efficiency: 0.20716599530576327
Subject 38/100 done. Global efficiency: 0.16876167816242282
Subject 39/100 done. Global efficiency: 0.2293040327695118
Subject 40/100 done. Global efficiency: 0.21097075014520597
Subject 41/100 done. Global efficiency: 0.2078774746077265
Subject 42/100 done. Global efficiency: 0.21216234434876582
Subject 43/100 done. Global efficiency: 0.18408530033917636
Subject 44/100 done. Global efficiency: 0.21757680705434287
Subject 45/100 done. Global efficiency: 0.21529841356992757
Subject 46/100 done. Global efficiency: 0.20814379612790035
Subject 47/100 done. Global efficiency: 0.23656785022868934
Subject 48/100 done. Global efficiency: 0.2015734753474844
Subject 49/100 done. Global efficiency: 0.2082758828791327
Subject 50/100 done. Global efficiency: 0.22543077858593058
Subject 51/100 done. Global efficiency: 0.2228498866210839
Subject 52/100 done. Global efficiency: 0.2161745131746465
Subject 53/100 done. Global efficiency: 0.18547355616322417
Subject 54/100 done. Global efficiency: 0.2153435424719435
Subject 55/100 done. Global efficiency: 0.23206047591761236
Subject 56/100 done. Global efficiency: 0.195785686446613
Subject 57/100 done. Global efficiency: 0.20741002775938341
Subject 58/100 done. Global efficiency: 0.23995290914347106
Subject 59/100 done. Global efficiency: 0.23967521546170603
Subject 60/100 done. Global efficiency: 0.2265278340710674
Subject 61/100 done. Global efficiency: 0.24176198377384844
Subject 62/100 done. Global efficiency: 0.2346297564661087
Subject 63/100 done. Global efficiency: 0.21738851651090538
Subject 64/100 done. Global efficiency: 0.2116078305493434
Subject 65/100 done. Global efficiency: 0.21570654825802038
Subject 66/100 done. Global efficiency: 0.20419433777019733
Subject 67/100 done. Global efficiency: 0.2100182064644568
Subject 68/100 done. Global efficiency: 0.21590584803023805
Subject 69/100 done. Global efficiency: 0.20905994699941477
Subject 70/100 done. Global efficiency: 0.23365456661977163
Subject 71/100 done. Global efficiency: 0.23164244061626307
Subject 72/100 done. Global efficiency: 0.23530893978844475
Subject 73/100 done. Global efficiency: 0.21405264943943134
Subject 74/100 done. Global efficiency: 0.22026882076347942
Subject 75/100 done. Global efficiency: 0.22201446381618659
Subject 76/100 done. Global efficiency: 0.2595830773047855
Subject 77/100 done. Global efficiency: 0.219824676167523
Subject 78/100 done. Global efficiency: 0.21568538192808806
Subject 79/100 done. Global efficiency: 0.21139343192008894
Subject 80/100 done. Global efficiency: 0.24273951051947215
Subject 81/100 done. Global efficiency: 0.21819518685498882
Subject 82/100 done. Global efficiency: 0.21931803116997345
Subject 83/100 done. Global efficiency: 0.2363362565665791
Subject 84/100 done. Global efficiency: 0.2278631044521628
Subject 85/100 done. Global efficiency: 0.24030976916001506
Subject 86/100 done. Global efficiency: 0.2195704759378269
Subject 87/100 done. Global efficiency: 0.223338129999276
Subject 88/100 done. Global efficiency: 0.23717494965205443
Subject 89/100 done. Global efficiency: 0.21827378196733455
Subject 90/100 done. Global efficiency: 0.20817846248663033
Subject 91/100 done. Global efficiency: 0.2579902330116181
Subject 92/100 done. Global efficiency: 0.21982390402127955
Subject 93/100 done. Global efficiency: 0.22850601230583503
Subject 94/100 done. Global efficiency: 0.25185394790380766
Subject 95/100 done. Global efficiency: 0.20642906077603526
Subject 96/100 done. Global efficiency: 0.22020071955253537
Subject 97/100 done. Global efficiency: 0.21934830835298677
Subject 98/100 done. Global efficiency: 0.23120385789303807
Subject 99/100 done. Global efficiency: 0.20935797792837424
Subject 100/100 done. Global efficiency: 0.19453302735622893
Running universe_2.py
Running universe_1.py
Running universe_5.py
Running universe_6.py
Running universe_8.py
Running universe_4.py
Running universe_7.py
Running universe_3.py
Subject 1/100 done. Global efficiency: 0.14907475313628626
Subject 2/100 done. Global efficiency: 0.17800959868071176
Subject 3/100 done. Global efficiency: 0.17180664097779755
Subject 4/100 done. Global efficiency: 0.17823018416193379
Subject 5/100 done. Global efficiency: 0.15158263561393526
Subject 6/100 done. Global efficiency: 0.14113708538206143
Subject 7/100 done. Global efficiency: 0.1397608834810488
Subject 8/100 done. Global efficiency: 0.15690103365049818
Subject 9/100 done. Global efficiency: 0.13458883056959986
Subject 10/100 done. Global efficiency: 0.1273062030700644
Subject 11/100 done. Global efficiency: 0.1572575329387149
Subject 12/100 done. Global efficiency: 0.13055497522848958
Subject 13/100 done. Global efficiency: 0.14376067566503645
Subject 14/100 done. Global efficiency: 0.16551627822531073
Subject 15/100 done. Global efficiency: 0.10692227234370424
Subject 16/100 done. Global efficiency: 0.14753581197932333
Subject 17/100 done. Global efficiency: 0.1446309786103419
Subject 18/100 done. Global efficiency: 0.1196961533338114
Subject 19/100 done. Global efficiency: 0.11925636306674012
Subject 20/100 done. Global efficiency: 0.15057799185453513
Subject 21/100 done. Global efficiency: 0.1360559221064592
Subject 22/100 done. Global efficiency: 0.14371912032022782
Subject 23/100 done. Global efficiency: 0.12653239797345636
Subject 24/100 done. Global efficiency: 0.13477961074700442
Subject 25/100 done. Global efficiency: 0.119364230061196
Subject 26/100 done. Global efficiency: 0.14547268876240518
Subject 27/100 done. Global efficiency: 0.15771701775117217
Subject 28/100 done. Global efficiency: 0.14680408535111616
Subject 29/100 done. Global efficiency: 0.16431516125922857
Subject 30/100 done. Global efficiency: 0.13929022738351127
Subject 31/100 done. Global efficiency: 0.14679515252955652
Subject 32/100 done. Global efficiency: 0.13953917294583287
Subject 33/100 done. Global efficiency: 0.1627569254662899
Subject 34/100 done. Global efficiency: 0.16238513494406265
Subject 35/100 done. Global efficiency: 0.11591128582347997
Subject 36/100 done. Global efficiency: 0.149136416408743
Subject 37/100 done. Global efficiency: 0.12096955642108502
Subject 38/100 done. Global efficiency: 0.09129596262384101
Subject 39/100 done. Global efficiency: 0.15886140639968363
Subject 40/100 done. Global efficiency: 0.13392980599303778
Subject 41/100 done. Global efficiency: 0.13116675990212542
Subject 42/100 done. Global efficiency: 0.12787415602624194
Subject 43/100 done. Global efficiency: 0.10517547413906536
Subject 44/100 done. Global efficiency: 0.15735222602711627
Subject 45/100 done. Global efficiency: 0.12917192957729437
Subject 46/100 done. Global efficiency: 0.13580205104690662
Subject 47/100 done. Global efficiency: 0.17426081497109588
Subject 48/100 done. Global efficiency: 0.13114192448930778
Subject 49/100 done. Global efficiency: 0.1443429342305133
Subject 50/100 done. Global efficiency: 0.14918238757766816
Subject 51/100 done. Global efficiency: 0.15152937259863353
Subject 52/100 done. Global efficiency: 0.14295810657154898
Subject 53/100 done. Global efficiency: 0.09857617303342651
Subject 54/100 done. Global efficiency: 0.14743550211268852
Subject 55/100 done. Global efficiency: 0.1741668552621428
Subject 56/100 done. Global efficiency: 0.10103489710027393
Subject 57/100 done. Global efficiency: 0.12300209833763096
Subject 58/100 done. Global efficiency: 0.15678373933009251
Subject 59/100 done. Global efficiency: 0.14910874693835338
Subject 60/100 done. Global efficiency: 0.15192011353359744
Subject 61/100 done. Global efficiency: 0.17056027126894696
Subject 62/100 done. Global efficiency: 0.14995646340995994
Subject 63/100 done. Global efficiency: 0.14540877446630054
Subject 64/100 done. Global efficiency: 0.12594598248378053
Subject 65/100 done. Global efficiency: 0.1416552577122404
Subject 66/100 done. Global efficiency: 0.11720073710731524
Subject 67/100 done. Global efficiency: 0.12393919031379388
Subject 68/100 done. Global efficiency: 0.14648026851932036
Subject 69/100 done. Global efficiency: 0.12512945127335606
Subject 70/100 done. Global efficiency: 0.1440411372515676
Subject 71/100 done. Global efficiency: 0.13696654162758806
Subject 72/100 done. Global efficiency: 0.14579280886128326
Subject 73/100 done. Global efficiency: 0.148252869651632
Subject 74/100 done. Global efficiency: 0.1430255516917265
Subject 75/100 done. Global efficiency: 0.14352562163303734
Subject 76/100 done. Global efficiency: 0.1922468531846318
Subject 77/100 done. Global efficiency: 0.14606252233891556
Subject 78/100 done. Global efficiency: 0.1422608213006897
Subject 79/100 done. Global efficiency: 0.1523524223718189
Subject 80/100 done. Global efficiency: 0.17966301910228444
Subject 81/100 done. Global efficiency: 0.13130524946363778
Subject 82/100 done. Global efficiency: 0.14444606139176236
Subject 83/100 done. Global efficiency: 0.1565674313861298
Subject 84/100 done. Global efficiency: 0.15733021702049446
Subject 85/100 done. Global efficiency: 0.18013461645011242
Subject 86/100 done. Global efficiency: 0.15105102969167772
Subject 87/100 done. Global efficiency: 0.15172409045167803
Subject 88/100 done. Global efficiency: 0.1485024763619243
Subject 89/100 done. Global efficiency: 0.14749533168332019
Subject 90/100 done. Global efficiency: 0.1321741640002351
Subject 91/100 done. Global efficiency: 0.19595259561071782
Subject 92/100 done. Global efficiency: 0.14774375685357685
Subject 93/100 done. Global efficiency: 0.12144039672300905
Subject 94/100 done. Global efficiency: 0.1812386211549795
Subject 95/100 done. Global efficiency: 0.11146098945127571
Subject 96/100 done. Global efficiency: 0.13812691919483472
Subject 97/100 done. Global efficiency: 0.13838014356177322
Subject 98/100 done. Global efficiency: 0.17343150223936876
Subject 99/100 done. Global efficiency: 0.12736206789206508
Subject 100/100 done. Global efficiency: 0.11185078632714983
Subject 1/100 done. Global efficiency: 0.2571367647030522
Subject 2/100 done. Global efficiency: 0.33824228429470954
Subject 3/100 done. Global efficiency: 0.21591623111535418
Subject 4/100 done. Global efficiency: 0.2720196047871627
Subject 5/100 done. Global efficiency: 0.2990863532107862
Subject 6/100 done. Global efficiency: 0.25457161307693343
Subject 7/100 done. Global efficiency: 0.19671015630658575
Subject 8/100 done. Global efficiency: 0.27181302805039237
Subject 9/100 done. Global efficiency: 0.206345377358381
Subject 10/100 done. Global efficiency: 0.17715855479490397
Subject 11/100 done. Global efficiency: 0.21983301928905344
Subject 12/100 done. Global efficiency: 0.17710260738670666
Subject 13/100 done. Global efficiency: 0.21024021727216394
Subject 14/100 done. Global efficiency: 0.33353118267454146
Subject 15/100 done. Global efficiency: 0.22715885247895817
Subject 16/100 done. Global efficiency: 0.21088360113377486
Subject 17/100 done. Global efficiency: 0.24101965984849444
Subject 18/100 done. Global efficiency: 0.2065431307984996
Subject 19/100 done. Global efficiency: 0.2375937365508047
Subject 20/100 done. Global efficiency: 0.22727364791620092
Subject 21/100 done. Global efficiency: 0.2383496735343777
Subject 22/100 done. Global efficiency: 0.24856212204175837
Subject 23/100 done. Global efficiency: 0.20073089559023202
Subject 24/100 done. Global efficiency: 0.20891377390945415
Subject 25/100 done. Global efficiency: 0.18709196858292715
Subject 26/100 done. Global efficiency: 0.24934347265637952
Subject 27/100 done. Global efficiency: 0.28535982428551926
Subject 28/100 done. Global efficiency: 0.1980138347595065
Subject 29/100 done. Global efficiency: 0.2236454630966791
Subject 30/100 done. Global efficiency: 0.18315804249726153
Subject 31/100 done. Global efficiency: 0.195969791918918
Subject 32/100 done. Global efficiency: 0.1727534702426509
Subject 33/100 done. Global efficiency: 0.26001518371489013
Subject 34/100 done. Global efficiency: 0.19228583712122813
Subject 35/100 done. Global efficiency: 0.16045091522334498
Subject 36/100 done. Global efficiency: 0.19886245524391616
Subject 37/100 done. Global efficiency: 0.18202369340782115
Subject 38/100 done. Global efficiency: 0.12361390206733257
Subject 39/100 done. Global efficiency: 0.2337772526768014
Subject 40/100 done. Global efficiency: 0.21835029980015716
Subject 41/100 done. Global efficiency: 0.18544348555275258
Subject 42/100 done. Global efficiency: 0.2282047528176053
Subject 43/100 done. Global efficiency: 0.14748620858296005
Subject 44/100 done. Global efficiency: 0.25579285958403974
Subject 45/100 done. Global efficiency: 0.22227851289241232
Subject 46/100 done. Global efficiency: 0.23813850382958582
Subject 47/100 done. Global efficiency: 0.24533105733981211
Subject 48/100 done. Global efficiency: 0.16495963468253405
Subject 49/100 done. Global efficiency: 0.16391827659738228
Subject 50/100 done. Global efficiency: 0.1842708299066438
Subject 51/100 done. Global efficiency: 0.19036851839919133
Subject 52/100 done. Global efficiency: 0.18913483227469285
Subject 53/100 done. Global efficiency: 0.2590343136493773
Subject 54/100 done. Global efficiency: 0.21129812694547928
Subject 55/100 done. Global efficiency: 0.27882639824491867
Subject 56/100 done. Global efficiency: 0.13931771942704474
Subject 57/100 done. Global efficiency: 0.1519371208434829
Subject 58/100 done. Global efficiency: 0.24890370739159848
Subject 59/100 done. Global efficiency: 0.2448783141032277
Subject 60/100 done. Global efficiency: 0.20314419705082834
Subject 61/100 done. Global efficiency: 0.20483594289262969
Subject 62/100 done. Global efficiency: 0.18385538233076015
Subject 63/100 done. Global efficiency: 0.17949830374958844
Subject 64/100 done. Global efficiency: 0.1563990438368798
Subject 65/100 done. Global efficiency: 0.19388355140701333
Subject 66/100 done. Global efficiency: 0.2050830258959829
Subject 67/100 done. Global efficiency: 0.1991130930646091
Subject 68/100 done. Global efficiency: 0.18281959552583413
Subject 69/100 done. Global efficiency: 0.19828189501322677
Subject 70/100 done. Global efficiency: 0.2531382114637803
Subject 71/100 done. Global efficiency: 0.21527830937916936
Subject 72/100 done. Global efficiency: 0.28546772201690995
Subject 73/100 done. Global efficiency: 0.2952277814133293
Subject 74/100 done. Global efficiency: 0.1710096385676998
Subject 75/100 done. Global efficiency: 0.2721688018493293
Subject 76/100 done. Global efficiency: 0.2355778436209082
Subject 77/100 done. Global efficiency: 0.26612931081581936
Subject 78/100 done. Global efficiency: 0.2129642461784022
Subject 79/100 done. Global efficiency: 0.28679189068715866
Subject 80/100 done. Global efficiency: 0.2730085733905304
Subject 81/100 done. Global efficiency: 0.17572762885815343
Subject 82/100 done. Global efficiency: 0.2376219458205462
Subject 83/100 done. Global efficiency: 0.25188194301708594
Subject 84/100 done. Global efficiency: 0.23295515595817237
Subject 85/100 done. Global efficiency: 0.3162924871766404
Subject 86/100 done. Global efficiency: 0.2629576682445556
Subject 87/100 done. Global efficiency: 0.19710476794207998
Subject 88/100 done. Global efficiency: 0.21913385302551247
Subject 89/100 done. Global efficiency: 0.23132909154528597
Subject 90/100 done. Global efficiency: 0.16712500840939545
Subject 91/100 done. Global efficiency: 0.3045338286517897
Subject 92/100 done. Global efficiency: 0.21984382387112023
Subject 93/100 done. Global efficiency: 0.19385453397144556
Subject 94/100 done. Global efficiency: 0.3233807393227982
Subject 95/100 done. Global efficiency: 0.16116429961666529
Subject 96/100 done. Global efficiency: 0.2762249626711648
Subject 97/100 done. Global efficiency: 0.1975853005372054
Subject 98/100 done. Global efficiency: 0.2979637908489776
Subject 99/100 done. Global efficiency: 0.2551922801057882
Subject 100/100 done. Global efficiency: 0.15867410061313397
Subject 1/100 done. Global efficiency: 0.14224823585011262
Subject 2/100 done. Global efficiency: 0.1765353721590755
Subject 3/100 done. Global efficiency: 0.17089338217407232
Subject 4/100 done. Global efficiency: 0.17683113927697988
Subject 5/100 done. Global efficiency: 0.14987290760347313
Subject 6/100 done. Global efficiency: 0.13628878734061733
Subject 7/100 done. Global efficiency: 0.1375239943758198
Subject 8/100 done. Global efficiency: 0.1552328520535604
Subject 9/100 done. Global efficiency: 0.13449480651451975
Subject 10/100 done. Global efficiency: 0.12665906830057036
Subject 11/100 done. Global efficiency: 0.15703872279819317
Subject 12/100 done. Global efficiency: 0.12989763806751023
Subject 13/100 done. Global efficiency: 0.14339589669717998
Subject 14/100 done. Global efficiency: 0.16283631895383416
Subject 15/100 done. Global efficiency: 0.105334626255112
Subject 16/100 done. Global efficiency: 0.14497134415464863
Subject 17/100 done. Global efficiency: 0.14354483737464807
Subject 18/100 done. Global efficiency: 0.11942362998397664
Subject 19/100 done. Global efficiency: 0.11852756754085905
Subject 20/100 done. Global efficiency: 0.1495270558931219
Subject 21/100 done. Global efficiency: 0.13408527032797032
Subject 22/100 done. Global efficiency: 0.14322059746358518
Subject 23/100 done. Global efficiency: 0.12515510575142288
Subject 24/100 done. Global efficiency: 0.13469894087707418
Subject 25/100 done. Global efficiency: 0.11842561306581088
Subject 26/100 done. Global efficiency: 0.14058549992584865
Subject 27/100 done. Global efficiency: 0.15129627642819143
Subject 28/100 done. Global efficiency: 0.1458882359461235
Subject 29/100 done. Global efficiency: 0.16333637162712059
Subject 30/100 done. Global efficiency: 0.13919366792269922
Subject 31/100 done. Global efficiency: 0.14636763410040757
